Nats Rank,State,School,Highlands,UT-Austin,Rickards,Cypress Falls,Cornell,Palatine,BullSO,Boyceville,Seven Lakes,Dick Smith,Northview,Great Oak,Camas,Valley Forge,Marquette,Fairfax,Prestonwood,Long Island,Mira Loma,Pembroke Hill,SOAPS,Aggie,Carnegie-Mellon,MIT,North Pocono,Columbia,BirdSO IP,Solon,Harvard,Yale,High Desert Sat,Brown,Loyola,Golden Gate,BirdSO Sat,UMichigan,UMass,SOUP,Northwestern
,ME,Waterville Senior H.S. ME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.607570134,,,,,,,,,,
,OH,Rocky River H.S. OH,,,,,,,,,,,8.602241389,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CA,San Francisco University H.S. CA,,,,,,,,,,,,,,,,,,,,,,8.589173724,,,,,,,,,,,,,5.907949496,,,,
,PA,Northampton Area H.S. PA,,,,,,,,,,,,,,,,,,,,,,,,,8.577932727,,,,,,,,,,,,,,
,PA,Elizabethtown Area H.S. PA,,,,,,,,,,,,,,,,,,,,,,,,,8.577932727,,,,,,,,,,,,,,
,CA,"Westview H.S. San Diego, CA",,,,,,,,,,5.382553896,,,,,,,,,,,,,,,,,5.385810589,,,,,,,,8.491138159,,,,
,OH,Ottawa Hills H.S. OH,,,,,,,,,,,8.538989614,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IL,Hinsdale South H.S. IL,,,,,,6.526476481,,,,,,,,,,,,,,,,,,,,,,,,,,,8.509166167,,,,,,
,IL,Loyola Academy IL,,,,,,6.78317937,,,,,,,,,,,,,,,,,,,,,,,,,,,8.349818486,,,,,,
,FL,"River City Science Academy Jacksonville, FL",,,4.845939676,,,,4.50029067,7.889085761,,,,,,,,,,,,,,,,,,,,,,,,,,,5.482167251,,,,
,CA,"West H.S. Torrance, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.483279633,,,,
,PA,"Winchester Thurston Upper School Pittsburgh, PA",,,,,,,,,,3.571340765,,,,,,,,,,,,,8.480246836,,,,,,,,,,,,,,,,
,PA,"Quaker Valley H.S. Leetsdale, PA",,,,,,,,,,,,,,,,,,,,,,,8.480246836,,,,,,,,,,,,,,,,
,MA,Hopkinton H.S. MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.473674599,,,,,,,,,,
,OH,Worthington Kilbourne H.S. OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.442433555,,,,,,,,,,,
,MI,L'Anse Creuse H.S. MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.439164978,,,
,TX,Prestonwood Christian Academy TX,,8.221660343,,6.760230519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PA,"Pocono Mountain West H.S. Pocono Summit, PA",,,2.293472153,,,,,,,2.726735143,,,,,,,,,,,8.406306516,,,,,,,,,,,,,,,,,,
,RI,Cranston H.S. West RI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.401575736,,,,,,,
,RI,Smithfield H.S. RI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.370265516,,,,,,,
,WI,"Cambridge H.S. Cambridge, WI",,,,,,,,4.61835016,,,,,,,8.358675811,,,,,,,,,,,,,,,,,,,,,,,,
,TX,St. John's School TX,,8.280177499,,,,,,,6.571514572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IL,Lyons Township H.S. IL,,,,,,8.344703067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CA,Franklin H.S. CA,,,,,,,,,,,,,,,,,,,8.333427757,,,,,,,,,,,,,,,,,,,,
,CA,Granite Bay H.S. CA,,,,,,,,,,,,,,,,,,,8.333427757,,,,,,,,,,,,,,,,,,,,
,WA,"Seton Catholic College Prepatory H.S. Vancouver, WA",,,,,,,,,,,,,,,,,,,8.333427757,,,,,,,,,,,,,,,,,,,,
,TX,Alamo Heights H.S. TX,,,,8.323289599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OH,Olentangy H.S. OH,,,,,,,,,,,8.318786443,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MI,Thornapple Kellogg H.S. MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.281054159,,,
,UT,Waterford School UT,,,4.061416441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.280202026,,,,
,CA,"Torrey Pines H.S. San Diego, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,8.275009663,,,,,,,,,,,,
,NV,"Advanced Technologies Academy Las Vegas, NV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.268997423,,,,
,CA,Turlock H.S. CA,,,,,,,,,,,,,,,,,,,,,,8.225335805,,,,,,,,,,,,,,,,,
,TX,Austin Area Homeschoolers TX,2.093908184,8.221660343,,5.646780787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MA,Hampden Charter School of Science - East MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.179150387,,
,VT,St. Johnsbury Academy VT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.667262631,,,,,,,,8.179150387,,
,VA,"James W. Robinson Jr. Secondary Fairfax, VA",,,,,,,,,,,,,,,,8.103529802,,,,,,,,,,,,,,,,,,,,,,,
,IL,Palatine H.S. IL,,,,,,6.703283265,,,,,,,,,,,,,,,,,,,,,,,,,,,7.727561649,,,,,,
,TX,Kingwood H.S. TX,,,,5.865291652,,,,,8.080381966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MA,Old Rochester Regional H.S. MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.601166394,,,,,,,7.744089196,,
,OH,Cleveland Heights H.S. OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.039794416,,,,,,,,,,,
,VA,"Centreville H.S. Centreville, VA",,,,,,,,,,,,,,,,8.031391554,,,,,,,,,,,,,,,,,,,,,,,
,PA,Perkiomen Valley H.S. PA,,,,,,,,,,,,,,8.025538895,,,,,,,,,,,,,,,,,,,,,,,,,
,TX,Hendrickson H.S. TX,,6.535758082,,5.008449046,,,,,4.898546576,,,,,,,,5.480710738,,,,,,,,,,,,,,,,,,,,,,
,NY,Farmingdale H.S. NY,,,,,,,,,,,,,,,,,,7.993994413,,,,,,,,,,,,,,,,,,,,,
,CA,"The College Preparatory School Oakland, CA",,,,,,,,5.70699821,,,,,,,,,,,,,,,,,,,,,,,,,,,7.977531456,,,,
,TX,Coppell H.S. TX,,,,,,,,,,,,,,,,,7.962542016,,,,,,,,,,,,,,,,,,,,,,
,NY,Tappan Zee H.S. NY,,,,,,,,,,,,,,,,,,7.79370915,,,,,,,6.309025606,,,,,,,,,,,,,,
,MA,Phillips Academy Andover MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.878416466,,,,,,,,,,
,NC,The Early College at Guilford NC,5.311914447,,,,,,7.875508672,,,,,,,,,,,,,,,,,,,,,,,,3.305402784,,,,,,,,
,RI,Cumberland H.S. RI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.825858003,,,3.495874769,,,,
,VA,"Westfield H.S. Chantilly, VA",,,6.006109396,,,,,7.029447451,,4.553557697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RI,East Greenwich H.S. RI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.762746245,,,,,,,
,OH,Oak Harbor H.S. OH,,,,,,,,,,,7.74201725,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CT,Farmington H.S. CT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.712094397,,,,,,,,,
,CA,"Crean Lutheran H.S. Irvine, CA",,,,,,,1.959456703,5.208328464,,,,,,,,,,,,,,,,,,,6.635121903,,,,,,,,5.730655607,,,,
,CT,Oxford H.S. CT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.674657046,,,,,,,,,
,NY,Brentwood H.S. NY,,,,,,,,,,,,,,,,,,7.643830128,,,,,,,,,,,,,,,,,,,,,
,NY,East Rochester H.S. NY,,,,,7.608180535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OH,Columbus Academy OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.57921156,,,,,,,,,,,
,GA,"Fulton County Innovation Academy Alpharetta, GA",,,,,,,,7.572584549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IN,Crown Point H.S. IN,,,4.574077702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.560962493,,,
,CA,"South Pasadena H.S. South Pasadena, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,7.497893172,,,,,,,,,,,,
,WI,"Sheboygan North H.S. Sheboygan, WI",,,,,,,,3.678346735,,,,,,,7.461416826,,,,,,,,,,,,,,,,,,,,,,,,
,IL,James B. Conant H.S. IL,,,,,,7.296266015,,,,,,,,,,,,,,,,,,,,,,,,,,,5.984970566,,,,,,
,NJ,Union County Vocational-Technical Schools NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.431036598,,,,
,WI,Madison Country Day School WI,,,,,,,,,,,,,,,7.419498754,,,,,,,,,,,,,,,,,,,,,,,,
,CA,"California Academy of Mathematics and Science Carson, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,7.391107308,,,,,,,,,,,,
,CA,"Mark Keppel H.S. Alhambra, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,7.391107308,,,,,,,,,,,,
,CA,Lodi H.S. CA,,,,,,,,,,,,,,,,,,,,,,7.347225631,,,,,,,,,,,,,,,,,
,NY,Deposit Central School NY,,,,,7.341039365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NH,Alvirne H.S. NH,,,,,,,1.876409855,,,,,,,,,,,,,,,,,,,,,,,,,7.339938715,,,,,,,
,WA,Redmond H.S. WA,,,,,,,,,,,,,7.311088222,,,,,,,,,,,,,,,,,,,,,,3.495874769,,,,
,WV,"Parkersburg H.S. Parkersburg, WV",,,,,,,,,,,,,,,,,,,,,,,7.282654725,,,,,,,,,,,,,,,,
,MA,Auburn H.S. MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.279443844,,
,TX,NYOS Charter School TX,,6.357185457,,,,,,,6.603966496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CA,St. Francis H.S. CA,,,,,,,,,,,,,,,,,,,,,,7.18222849,,,,,,,,,,,,,4.934688368,,,,
,IL,Buffalo Grove H.S. IL,,,,,,7.167616488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.304504423,,,,
,TX,Theodore Roosevelt H.S. TX,,,,7.163826371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IL,Dundee-Crown H.S. IL,,,,,,6.9403506,,,,,,,,,,,,,,,,,,,,,,,,,,,5.805733166,,,,,,
,OH,Orange H.S. OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.153821178,,,,,,,,,,,
,CT,Amity H.S. CT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.057943533,,,,,,,,,
,CA,"Cerritos H.S. Cerritos, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,7.03335768,,,,2.94249506,,,,,,,,
,TX,Bridgeland H.S. TX,,,3.924569677,5.088088695,,,,,6.571514572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WI,The Prairie School WI,,,,,,,,,,,,,,,6.932655003,,,,,,,,,,,,,,,,,,,,,,,,
,MA,Deerfield Academy MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.880381705,,
,CA,Tesoro H.S. CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.842988909,,,,
,KS,"Olathe North H.S. Olathe, KS",,,,,,,,,,,,,,,,,,,,6.830612266,,,,,,,,,,,,,,,,,,,
,CT,Glastonbury H.S. CT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.785319105,,,,,,,,,
,WA,Raisbeck Aviation H.S. WA,,,,,,,,,,,,,6.760252808,,,,,,,,,,,,,,,,,,,,,,,,,,
,MA,"Amherst-Pelham Regional H.S. Amherst, MA",,,,,,,,4.769629763,,,,,,,,,,,,,,,,,,,,,,5.091720938,,,,,,,5.590970694,,
,IL,Harlem H.S. IL,,,,,,6.71118808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PA,Kutztown H.S. PA,,,,,,,,,,,,,,,,,,,,,,,,,6.709780409,,,,,,,,,,,,,,
,OH,Athens Area H.S. OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.682693568,,,,,,,,,,,
,OH,Northville H.S. OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.682693568,,,,,,,,,,,
,TX,Bellville H.S. TX,,5.136269044,,4.471829505,,,,,5.607141364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NH,Merrimack H.S. NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.651593031,,,,,,,
,PA,East Stroudsburg South H.S. PA,,,,,,,,,,,,,,,,,,,,,,,,,6.649440657,,,,,,,,,,,,,,
,GA,Rockdale Magnet School for Science and Tech GA,,,,,,,,,,6.622694314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OH,Lakota East H.S. OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.615794762,,,,
,CA,Chaparral H.S. CA,,,,,,,,,,,,6.609829419,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CA,Sage Hill School CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.577813881,,,,
,PA,"Delaware Valley H.S. Milford, PA",,,,,,,,,,,,,,,,,,,,,6.573016265,,,,,,,,,,,,,,,,,,
,CA,"Quartz Hill H.S. Lancaster, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,6.545458094,,,,,,,,,,,,
,MN,"Woodbury H.S. Woodbury, MN",,,,,,,,5.960642575,,,,,,,,,,,,,,,,,,,,,,,,,,,5.700362962,,,,
,WA,Seton Catholic H.S. WA,,,,,,,,,,,,,3.183861,,,,,,,,,,,,,,,,,,,,,,6.477868299,,,,
,IL,Prairie Ridge H.S. IL,,,,,,6.351660147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CA,"The Palmdale Aerospace Academy Palmdale, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,6.345378589,,,,,,,,,,,,
,TX,Cypress Woods H.S. TX,,,,6.301659084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CA,"Irvine H.S. Irvine, CA",,,4.051325965,,,,,6.276292367,,,,,,,,,,,,,,,,,,,,,,,3.183373468,,,,,,,,
,CA,"Francisco Bravo Medical Magnet H.S. Los Angeles, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,6.263326279,,,,,,,,,,,,
,TX,Belleville H.S. TX,,,,,,,,,,,,,,,,,6.252070027,,,,,,,,,,,,,,,,,,,,,,
,ME,Belfast Area H.S. ME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.251071426,,,,,,,,,,
,OH,West Liberty-Salem H.S. OH,,,,,,,,,,,6.177141423,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IL,Willowbrook H.S. IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.167085852,,,,,,
,PA,Wallenpaupack Area H.S. PA,,,,,,,,,,,,,,,,,,,,,,,,,6.151562405,,,,,,,,,,,,,,
,VA,"George C. Marshall H.S. Falls Church, VA",,,,,,,,,,,,,,,,6.123481796,,,,,,,,,,,,,,,,,,,,,,,
,GA,"Gwinnett School of Mathematics, Science, and Technology Lawrenceville, GA",,,,,,,,6.103412457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CA,"Larchmont Charter School Los Angeles, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,6.090074169,,,,,,,,,,,,
,LA,Kenner Discovery Health Sciences Academy LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.076356409,,,,
,WI,Pewaukee H.S. WI,,,,,,,,,,,,,,,6.058122836,,,,,,,,,,,,,,,,,,,,,,,,
,MD,Mt. Hebron H.S. MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.052283686,,,,
,NY,"John Jay H.S. Hopewell Junction, NY",6.043495479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PA,Perkiomen School PA,,,,,,,,,,3.348854326,,,,,,,,,,,,,,,6.040995107,,,,,,,,,,,,,,
,WI,"Evansville H.S. Evansville, WI",,,,,,,,4.22232759,,,,,,,5.975885874,,,,,,,,,,,,,,,,,,,,,,,,
,NJ,Academy for Health and Medical Sciences NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.954000418,,,,
,TX,Langham Creek H.S. TX,,4.59828039,,4.528078933,,,,,4.627346766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,VA,"BASIS Independent McLean McLean, VA",,,,,,,2.853842864,,,,,,,,,5.948525173,,,,,,,,,,,,,,,,,,,3.495874769,,,,
,CA,"Edgewood H.S. West Covina, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,5.945547041,,,,2.355393908,,,,,,,,
,PA,Central Bucks H.S. South PA,,,,,,,,,,5.854574182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CA,"Santa Monica H.S. Santa Monica, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,5.807720611,,,,,,,,,,,,
,WI,"Kohler H.S. Kohler, WI",,,,,,,,3.661170547,,,,,,,5.779740823,,,,,,,,,,,,,,,,,,,,,,,,
,OH,"Maumee Valley Country Day School Toledo, OH",,,,,,,,,,,5.731996977,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CA,"Cupertino H.S. Cupertino, CA",,,3.996712502,,,,,,,3.769748585,,,,,,,,,,,,,,,,,,,,,,,,,5.164047123,,,,
,TX,Tomball H.S. TX,,,,4.914433791,,,,,5.264973289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TX,John B. Connally H.S. TX,,5.170510838,,,,,,,5.008626275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IL,Fox Homeschoolers IL,,,,,,,,,,,,,,,4.546198892,,,,,,,,,,,,,,,,,,5.552681284,,,,,,
,MI,Laker H.S. MI,,,3.106016573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.670388891,,,,
,DC,"National Cathedral School Washington, DC",,,,,,,,5.53349555,,,,,,,,4.051764901,,,,,,,,,,,,,,,3.065288517,,,,,,,,
,CA,"Sage Creek H.S. Carlsbad, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,5.645266887,,,,,,,,,,,,
,PA,"Pittsburgh Science and Technology Academy Pittsburgh, PA",,,,,,,,,,,,,,,,,,,,,,,5.628482413,,,,,,,,,,,,,,,,
,MA,Lynn Classical H.S. MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.590970694,,
,PA,"Trinity Christian School Pittsburgh, PA",,,,,,,,,,,,,,,,,,,,,,,5.562844134,,,,,,,,,,,,,,,,
,MN,"Delano H.S. Delano, MN",,,,,,,,5.536501251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WA,Inglemoor H.S. WA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.492021356,,,,
,VA,"Chantilly H.S. Chantilly, VA",,,,,,,,,,,,,,,,5.402353201,,,,,,,,,,,,,,,,,,,,,,,
,NY,Sacred Heart Greenwich NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.386641742,,,,,,,,,
,IL,Elgin H.S. IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.320767388,,,,,,
,IL,Niles North H.S. IL,,,,,,5.318773357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,VA,"Stone Bridge H.S. Ashburn, VA",,,,,,,,,,,,,,,,5.317443917,,,,,,,,,,,,,,,,,,,,,,,
,MD,Pilgrimage Homeschool MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.302969999,,,,
,IL,Durand H.S. IL,,,,,,5.294034876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CA,"Beverly Hills H.S. Beverly Hills, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,5.291666776,,,,3.727897877,,,,,,,,
,OR,St Mary's Academy OR,,,,,,,,,,,,,5.278058342,,,,,,,,,,,,,,,,,,,,,,,,,,
,CA,"La Cañada H.S. La Cañada Flintridge, CA",,,1.927492554,,,,,4.003416655,,,,,,,,,,,,,,,,,,,,,,,,,,,5.254332842,,,,
,MN,"Lakeville North H.S. Lakeville, MN",,,,,,,,5.197704642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CA,Pacifica Christian H.S. CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.637289455,,,,5.190364464,,,,
,KS,"Manhattan H.S. Manhattan, KS",,,,,,,,,,4.193702073,,,,,,,,,,3.400895558,,,,,,,,,,,,,,,4.131703242,,,,
,VA,"Stafford H.S. Fredericksburg, VA",,,,,,,,,,,,,,,,5.126096503,,,,,,,,,,,,,,,,,,,,,,,
,IL,Benet Academy IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.11917689,,,,,,
,TX,Lake Travis H.S. TX,,,,,,,,,5.113970231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KS,"St. James Academy Lenexa, KS",,,,,,,,,,,,,,,,,,,,5.101343338,,,,,,,,,,,,,,,,,,,
,TX,Summer Creek H.S. TX,,,,3.839810935,,,,,5.09448844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CT,Avon H.S. CT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.091720938,,,,,,,,,
,MD,Wheaton H.S. MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.091720938,,,,,,,,,
,MS,Enrichments LLC MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.084204759,,,,,,,,,,
,CA,Wilcox H.S. CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.051630556,,,,
,FL,Navarre H.S. FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.036364639,,,,
,VA,"Potomac Falls H.S. Potomac Falls, VA",,,,,,,,4.576874182,,,,,,,,4.275796136,,,,,,,,,,,,,,,,,,,,,,,
,CA,"Polytechnic School Pasadena, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,4.935773427,,,,,,,,,,,,
,TX,Tomball Memorial H.S. TX,,,,,,,,,4.92561037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TX,Leander H.S. TX,,4.919090649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OH,Mars Hill Academy OH,,,,,,,,,,,4.90414944,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,VT,Saint Johnsbury Academy VT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.882121781,,,,
,CA,Fremont H.S. CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.860886447,,,,,,,,
,IL,St. Charles East H.S. IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.825544449,,,,,,
,IL,Grayslake North H.S. IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.799572736,,,,,,
,CA,Silvercreek H.S. CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.770327163,,,,
,CA,West H.S. CA,,,,,,,4.333613238,,,,,,,,,,,,,,,,,,,,,,,,4.210704183,,,,,,,,
,NY,"John F. Kennedy H.S. Bellmore, NY",,,,,,,,,,,,,,,,,,,,,,,4.740510654,,,,,,,,,,,,,,,,
,PA,"B. Reed Henderson H.S. West Chester, PA",,,,,,,,,,,,,,,,,,,,,,,4.740510654,,,,,,,,,,,,,,,,
,PA,"Milliones School Pittsburgh, PA",,,,,,,,,,,,,,,,,,,,,,,4.740510654,,,,,,,,,,,,,,,,
,PA,"Brashear H.S. Pittsburgh, PA",,,,,,,,,,,,,,,,,,,,,,,4.740510654,,,,,,,,,,,,,,,,
,NJ,Manalapan H.S. NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.71632809,,,,
,CA,Tracy H.S. CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.692185126,,,,
,PA,Scranton Preparatory School PA,,,,,,,,,,,,,,,,,,,,,,,,,4.685790881,,,,,,,,,,,,,,
,MN,"John F. Kennedy H.S. Bloomington, MN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.667262631,,,,,,,,,,
,VA,"Meridian H.S. Falls Church, VA",,,,,,,,,,,,,,,,4.666515438,,,,,,,,,,,,,,,,,,,,,,,
,GA,"Alpharetta H.S. Alpharetta, GA",,,,,,,,4.658454663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,VA,"Independence H.S. Ashburn, VA",,,,,,,,,,,,,,,,4.650479302,,,,,,,,,,,,,,,,,,,,,,,
,WI,Horicon H.S. WI,,,,,,,,,,,,,,,4.609671128,,,,,,,,,,,,,,,,,,,,,,,,
,MN,"John Marshall H.S. Rochester, MN",,,,,,,,4.589238543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TX,Cy-Fair H.S. TX,,,,4.585761467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MD,"Franklin H.S. Reisterstown, MD",,,,,,,,,,4.578743304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ND,"Legacy H.S. Bismarck, ND",,,,,,,,4.572767521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TX,Jack E. Singley H.S. TX,,,,,,,,,,,,,,,,,4.537792762,,,,,,,,,,,,,,,,,,,,,,
,MD,"Oakland Mills H.S. Columbia, MD",,,,,,,,,,,,,,,,4.481090983,,,,,,,,,,,,,,,,,,,,,,,
,TX,Cypress Springs H.S. TX,,,,3.824512883,,,,,4.153115576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UT,Wasatch H.S. UT,,,,,,,,,,4.450735426,,,,,,,,,,,,,,,,,,,,,2.968924656,,,,,,,,
,NY,"Miller Place H.S. Miller Place, NY",,,,,,,,4.427757951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IL,"Plainfield North H.S. Plainfield, IL",,,,,,,,4.153503995,,,,,,,,,,,,,,,,,,,,,,,3.638975542,,,,,,,,
,CA,Valley Christian H.S. CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.32367153,,,,
,WA,Lakeside School WA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.310455511,,,,
,TX,Fulshear H.S. TX,,,,3.682683122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.969763379,,,,
,MN,"Minnetonka H.S. Minnetonka, MN",,,,,,,,4.210119291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OR,Westview H.S. OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.182607184,,,,
,NY,Loyola School NY,,,,,,,,,,4.180993885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FL,"Maclay School Tallahassee, FL",,,3.548767575,,,,,3.912744262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FL,Lawton Chiles H.S. FL,,,4.056364928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CA,"Agoura H.S. Agoura Hills, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,4.049865376,,,,,,,,,,,,
