Appearances,1st,2nd,3rd,4th,Overall Rank,State Rank,Make Nats?,Nats Rank,Overall Score,State,School,SONT 2022,Highlands,UT-Austin,Rickards,Cypress Falls,Cornell,Palatine,BullSO,Boyceville,Seven Lakes,Dick Smith,Northview,Great Oak,Camas,Valley Forge,Marquette,Fairfax,Prestonwood,Long Island,Mira Loma,Pembroke Hill,SOAPS,Aggie,Carnegie-Mellon,MIT,North Pocono,Columbia,BirdSO IP,Solon,Harvard,Yale,High Desert Sat,Brown,Loyola,Golden Gate,BirdSO Sat,UMichigan,UMass,SOUP,Northwestern
3,10.04239757,8.147999894,2.667924762,,335,31,FALSE,,7.155822935,PA,"Mt. Lebanon H.S. Pittsburgh, PA",,,,,,,,2.667924762,,,8.147999894,,,,,,,,,,,,,10.04239757,,,,,,,,,,,,,,,,
1,10.20540438,,,,336,51,FALSE,,7.143783066,CA,Temecula Valley H.S. CA,,,,,,,,,,,,,10.20540438,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10.19538865,,,,337,23,FALSE,,7.136772052,IL,Trinity H.S. IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.19538865
1,10.1917735,,,,338,39,FALSE,,7.134241453,NY,Leon M. Goldstein H.S. for the Sciences NY,,,,,,,,,,,,,,,,,,,10.1917735,,,,,,,,,,,,,,,,,,,,,
1,10.10805874,,,,339,27,FALSE,,7.07564112,OH,Stow-Munroe Falls H.S. OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.10805874,,,,,,,,,,,
1,10.01952023,,,,340,24,FALSE,,7.013664162,IL,Cary Grove H.S. IL,,,,,,,10.01952023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10.0173635,,,,341,32,FALSE,,7.012154448,PA,Cedar Cliff H.S. PA,,,,,,,,,,,,,,,10.0173635,,,,,,,,,,,,,,,,,,,,,,,,,
1,9.993753073,,,,342,52,FALSE,,6.995627151,CA,"Harvard-Westlake Upper School Los Angeles, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,9.993753073,,,,,,,,,,,,
2,9.190891617,8.673716494,,,343,6,FALSE,,6.984005355,GA,"Lambert H.S. Suwanee, GA",,,,8.673716494,,,,,9.190891617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,9.950799722,5.088716327,,,344,7,FALSE,,6.965559805,CT,"Staples H.S. Westport, CT",,,,,,,,,5.088716327,,,,,,,,,,9.950799722,,,,,,,,,,,,,,,,,,,,,
1,9.897543464,,,,345,25,FALSE,,6.928280425,IL,Barrington H.S. IL,,,,,,,9.897543464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,9.872033671,4.420077538,2.510432494,,346,53,FALSE,,6.91042357,CA,"Santa Teresa H.S. San Jose, CA",,,,,,,,,4.420077538,,,,,,,,,,,,,,,,,,,,,,,2.510432494,,,9.872033671,,,,,
1,9.865307859,,,,347,54,FALSE,,6.905715501,CA,Cosumnes Oaks H.S. CA,,,,,,,,,,,,,,,,,,,,9.865307859,,,,,,,,,,,,,,,,,,,,
4,8.356727264,6.703274263,6.499245467,4.744412193,348,10,FALSE,,6.851939147,TX,Cypress Falls H.S. TX,,,6.499245467,,4.744412193,,,,,6.703274263,,,,,,,,8.356727264,,,,,,,,,,,,,,,,,,,,,,
3,8.82708393,6.873169931,6.517450636,,349,11,FALSE,,6.847885442,TX,Brazoswood H.S. TX,,,6.517450636,,6.873169931,,,,,8.82708393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,9.678054745,,,,350,27,FALSE,,6.774638322,MA,Bedford H.S. MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.678054745,,,,,,,,,,
1,9.667236357,,,,351,2,FALSE,,6.76706545,ME,Waynflete Upper School ME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.667236357,,,,,,,
1,9.662087361,,,,352,8,FALSE,,6.763461153,CT,Sacred Heart Greenwich H.S. CT,,,,,,,,,,,,,,,,,,,,,,,,,,,9.662087361,,,,,,,,,,,,,
1,9.626161867,,,,353,29,FALSE,,6.738313307,MI,Benzie Central H.S. MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.626161867,,,
2,9.166183643,7.852618493,,,354,55,FALSE,,6.6800237,CA,"Rancho Bernardo H.S. San Diego, CA",,,,,,,,,7.852618493,,,,,,,,,,,,,,,,,,,,,,,,,,,9.166183643,,,,
1,9.487766238,,,,355,30,FALSE,,6.641436366,MI,"Birmingham Groves H.S. Beverly Hills, MI",,,,,,,,,,,,9.487766238,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,9.466942224,,,,356,9,FALSE,,6.626859557,CT,Joseph A. Foran H.S. CT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.466942224,,,,,,,,,
1,9.453823174,,,,357,10,FALSE,,6.617676222,CT,The Taft School CT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.453823174,,
3,9.41531136,6.55844025,3.80182723,,358,56,FALSE,,6.590717952,CA,"Stratford Preparatory Academy San Jose, CA",,,,,,,,,3.80182723,,,,,,,,,,,9.41531136,,,6.55844025,,,,,,,,,,,,,,,,,
2,9.129737323,7.560962493,,,359,28,FALSE,,6.56035811,OH,Springfield H.S. OH,,,,,,,,,,,,9.129737323,,,,,,,,,,,,,,,,,,,,,,,,,7.560962493,,,
1,9.329651626,,,,360,26,FALSE,,6.530756138,IL,John Hersey H.S. IL,,,,,,,9.329651626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,9.297134424,,,,361,31,FALSE,,6.507994097,MI,Dansville H.S. MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.297134424,,,
2,9.192447122,7.304891896,,,362,28,FALSE,,6.495307762,MA,Franklin H.S. MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.304891896,,,9.192447122,,,,,,,
1,9.255999632,,,,363,40,FALSE,,6.479199742,NY,SAIL NY,,,,,,,,,,,,,,,,,,,,,,,,,,,9.255999632,,,,,,,,,,,,,
1,9.218584943,,,,364,27,FALSE,,6.45300946,IL,Maine South H.S. IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.218584943
1,9.208575102,,,,365,29,FALSE,,6.446002571,OH,Fairview H.S. OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.208575102,,,,,,,,,,,
3,7.984020312,7.270113269,5.524350057,,366,57,FALSE,,6.420773164,CA,"Los Alamitos H.S. Los Alamitos, CA",,,,,,,,,7.270113269,,,,,,,,,,,,,,,,,,,7.984020312,,,,5.524350057,,,,,,,,
4,9.046500777,5.696820164,5.399532122,3.874077842,367,58,FALSE,,6.399596648,CA,"Homestead H.S. Cupertino, CA",,,,5.399532122,,,,,3.874077842,,,,,,,,,,,,,,9.046500777,,,,,,,,,,,,,5.696820164,,,,
1,9.088957916,,,,368,59,FALSE,,6.362270541,CA,La Mirada H.S. CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.088957916,,,,,
1,9.06149266,,,,369,33,FALSE,,6.343044862,PA,Wyoming Area H.S. PA,,,,,,,,,,,,,,,,,,,,,,,,,,9.06149266,,,,,,,,,,,,,,
1,9.033617424,,,,370,41,FALSE,,6.323532197,NY,Riverdale Kingsbridge Academy NY,,,,,,,,,,,,,,,,,,,9.033617424,,,,,,,,,,,,,,,,,,,,,
1,8.974517678,,,,371,30,FALSE,,6.282162374,OH,Perry H.S. OH,,,,,,,,,,,,8.974517678,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,8.92180856,,,,372,32,FALSE,,6.245265992,MI,Skyline H.S. MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.92180856,,,
1,8.850835913,,,,373,28,FALSE,,6.195585139,IL,Naper Valley Homeschool IL,,,,,,,8.850835913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,8.751561856,4.63374222,,,374,60,FALSE,,6.126093299,CA,Pacific Academy Irvine CA,,,,,,,,,,,,,8.751561856,,,,,,,,,,,,,,,,,,,4.63374222,,,,,,,,
2,8.570914897,6.934374917,,,375,29,FALSE,,6.100250577,IL,Evanston H.S. IL,,,,,,,8.570914897,,,,,,,,,,,,,,,,,,,,,,,,,,,6.934374917,,,,,,
1,8.712582365,,,,376,3,FALSE,,6.098807656,NC,"Durham Academy Upper School Durham, NC",,,,,,,,,,,,,,,,,,,,,,,,8.712582365,,,,,,,,,,,,,,,,
1,8.708963081,,,,377,14,FALSE,,6.096274157,NJ,John P. Stevens H.S. NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.708963081,,,,
1,8.693347509,,,,378,42,FALSE,,6.085343256,NY,Riverhead H.S. NY,,,,,,,,,,,,,,,,,,,8.693347509,,,,,,,,,,,,,,,,,,,,,
3,8.596591646,6.840425654,3.495874769,,379,12,FALSE,,6.077512142,TX,Cypress Ranch H.S. TX,,,,,8.596591646,,,,,6.840425654,,,,,,,,,,,,,,,,,,,,,,,,,,3.495874769,,,,
1,8.627482382,,,,380,3,FALSE,,6.039237668,RI,Classical H.S. RI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.627482382,,,,,,,
1,8.607570134,,,,381,3,FALSE,,6.025299094,ME,Waterville Senior H.S. ME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.607570134,,,,,,,,,,
1,8.602241389,,,,382,31,FALSE,,6.021568972,OH,Rocky River H.S. OH,,,,,,,,,,,,8.602241389,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,8.589173724,5.907949496,,,383,61,FALSE,,6.012421607,CA,San Francisco University H.S. CA,,,,,,,,,,,,,,,,,,,,,,,8.589173724,,,,,,,,,,,,,5.907949496,,,,
1,8.577932727,,,,384,34,FALSE,,6.004552909,PA,Northampton Area H.S. PA,,,,,,,,,,,,,,,,,,,,,,,,,,8.577932727,,,,,,,,,,,,,,
1,8.577932727,,,,384,34,FALSE,,6.004552909,PA,Elizabethtown Area H.S. PA,,,,,,,,,,,,,,,,,,,,,,,,,,8.577932727,,,,,,,,,,,,,,
3,8.491138159,5.385810589,5.382553896,,386,62,FALSE,,5.996971684,CA,"Westview H.S. San Diego, CA",,,,,,,,,,,5.382553896,,,,,,,,,,,,,,,,,5.385810589,,,,,,,,8.491138159,,,,
1,8.538989614,,,,387,32,FALSE,,5.97729273,OH,Ottawa Hills H.S. OH,,,,,,,,,,,,8.538989614,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,8.509166167,6.526476481,,,388,30,FALSE,,5.956416317,IL,Hinsdale South H.S. IL,,,,,,,6.526476481,,,,,,,,,,,,,,,,,,,,,,,,,,,8.509166167,,,,,,
2,8.349818486,6.78317937,,,389,31,FALSE,,5.952784935,IL,Loyola Academy IL,,,,,,,6.78317937,,,,,,,,,,,,,,,,,,,,,,,,,,,8.349818486,,,,,,
4,7.889085761,5.482167251,4.845939676,4.50029067,390,8,FALSE,,5.949436161,FL,"River City Science Academy Jacksonville, FL",,,,4.845939676,,,,4.50029067,7.889085761,,,,,,,,,,,,,,,,,,,,,,,,,,,5.482167251,,,,
1,8.483279633,,,,391,63,FALSE,,5.938295743,CA,"West H.S. Torrance, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.483279633,,,,
2,8.480246836,3.571340765,,,392,36,FALSE,,5.936172785,PA,"Winchester Thurston Upper School Pittsburgh, PA",,,,,,,,,,,3.571340765,,,,,,,,,,,,,8.480246836,,,,,,,,,,,,,,,,
1,8.480246836,,,,392,36,FALSE,,5.936172785,PA,"Quaker Valley H.S. Leetsdale, PA",,,,,,,,,,,,,,,,,,,,,,,,8.480246836,,,,,,,,,,,,,,,,
1,8.473674599,,,,394,29,FALSE,,5.931572219,MA,Hopkinton H.S. MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.473674599,,,,,,,,,,
1,8.442433555,,,,395,33,FALSE,,5.909703488,OH,Worthington Kilbourne H.S. OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.442433555,,,,,,,,,,,
1,8.439164978,,,,396,33,FALSE,,5.907415485,MI,L'Anse Creuse H.S. MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.439164978,,,
2,8.221660343,6.760230519,,,397,13,FALSE,,5.890433906,TX,Prestonwood Christian Academy TX,,,8.221660343,,6.760230519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,8.406306516,2.726735143,2.293472153,,398,38,FALSE,,5.884414561,PA,"Pocono Mountain West H.S. Pocono Summit, PA",,,,2.293472153,,,,,,,2.726735143,,,,,,,,,,,8.406306516,,,,,,,,,,,,,,,,,,
1,8.401575736,,,,399,4,FALSE,,5.881103015,RI,Cranston H.S. West RI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.401575736,,,,,,,
1,8.370265516,,,,400,5,FALSE,,5.859185861,RI,Smithfield H.S. RI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.370265516,,,,,,,
2,8.358675811,4.61835016,,,401,8,FALSE,,5.851073068,WI,"Cambridge H.S. Cambridge, WI",,,,,,,,,4.61835016,,,,,,,8.358675811,,,,,,,,,,,,,,,,,,,,,,,,
2,8.280177499,6.571514572,,,402,14,FALSE,,5.847691453,TX,St. John's School TX,,,8.280177499,,,,,,,6.571514572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,8.344703067,,,,403,32,FALSE,,5.841292147,IL,Lyons Township H.S. IL,,,,,,,8.344703067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,8.333427757,,,,404,64,FALSE,,5.83339943,CA,Franklin H.S. CA,,,,,,,,,,,,,,,,,,,,8.333427757,,,,,,,,,,,,,,,,,,,,
1,8.333427757,,,,404,64,FALSE,,5.83339943,CA,Granite Bay H.S. CA,,,,,,,,,,,,,,,,,,,,8.333427757,,,,,,,,,,,,,,,,,,,,
1,8.333427757,,,,404,4,FALSE,,5.83339943,WA,"Seton Catholic College Prepatory H.S. Vancouver, WA",,,,,,,,,,,,,,,,,,,,8.333427757,,,,,,,,,,,,,,,,,,,,
1,8.323289599,,,,407,15,FALSE,,5.826302719,TX,Alamo Heights H.S. TX,,,,,8.323289599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,8.318786443,,,,408,34,FALSE,,5.82315051,OH,Olentangy H.S. OH,,,,,,,,,,,,8.318786443,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,8.281054159,,,,409,34,FALSE,,5.796737911,MI,Thornapple Kellogg H.S. MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.281054159,,,
2,8.280202026,4.061416441,,,410,2,FALSE,,5.796141418,UT,Waterford School UT,,,,4.061416441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.280202026,,,,
1,8.275009663,,,,411,66,FALSE,,5.792506764,CA,"Torrey Pines H.S. San Diego, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,8.275009663,,,,,,,,,,,,
1,8.268997423,,,,412,3,FALSE,,5.788298196,NV,"Advanced Technologies Academy Las Vegas, NV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.268997423,,,,
1,8.225335805,,,,413,67,FALSE,,5.757735064,CA,Turlock H.S. CA,,,,,,,,,,,,,,,,,,,,,,,8.225335805,,,,,,,,,,,,,,,,,
3,8.221660343,5.646780787,2.093908184,,414,16,FALSE,,5.75516224,TX,Austin Area Homeschoolers TX,,2.093908184,8.221660343,,5.646780787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,8.179150387,,,,415,30,FALSE,,5.725405271,MA,Hampden Charter School of Science - East MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.179150387,,
2,8.179150387,4.667262631,,,415,2,FALSE,,5.725405271,VT,St. Johnsbury Academy VT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.667262631,,,,,,,,8.179150387,,
1,8.103529802,,,,417,9,FALSE,,5.672470861,VA,"James W. Robinson Jr. Secondary Fairfax, VA",,,,,,,,,,,,,,,,,8.103529802,,,,,,,,,,,,,,,,,,,,,,,
2,7.727561649,6.703283265,,,418,33,FALSE,,5.661318564,IL,Palatine H.S. IL,,,,,,,6.703283265,,,,,,,,,,,,,,,,,,,,,,,,,,,7.727561649,,,,,,
2,8.080381966,5.865291652,,,419,17,FALSE,,5.656267376,TX,Kingwood H.S. TX,,,,,5.865291652,,,,,8.080381966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7.744089196,6.601166394,,,420,31,FALSE,,5.631794671,MA,Old Rochester Regional H.S. MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.601166394,,,,,,,7.744089196,,
1,8.039794416,,,,421,35,FALSE,,5.627856091,OH,Cleveland Heights H.S. OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.039794416,,,,,,,,,,,
1,8.031391554,,,,422,10,FALSE,,5.621974088,VA,"Centreville H.S. Centreville, VA",,,,,,,,,,,,,,,,,8.031391554,,,,,,,,,,,,,,,,,,,,,,,
1,8.025538895,,,,423,39,FALSE,,5.617877226,PA,Perkiomen Valley H.S. PA,,,,,,,,,,,,,,,8.025538895,,,,,,,,,,,,,,,,,,,,,,,,,
4,6.535758082,5.480710738,5.008449046,4.898546576,424,18,FALSE,,5.615463516,TX,Hendrickson H.S. TX,,,6.535758082,,5.008449046,,,,,4.898546576,,,,,,,,5.480710738,,,,,,,,,,,,,,,,,,,,,,
1,7.993994413,,,,425,43,FALSE,,5.595796089,NY,Farmingdale H.S. NY,,,,,,,,,,,,,,,,,,,7.993994413,,,,,,,,,,,,,,,,,,,,,
2,7.977531456,5.70699821,,,426,68,FALSE,,5.584272019,CA,"The College Preparatory School Oakland, CA",,,,,,,,,5.70699821,,,,,,,,,,,,,,,,,,,,,,,,,,,7.977531456,,,,
1,7.962542016,,,,427,19,FALSE,,5.573779411,TX,Coppell H.S. TX,,,,,,,,,,,,,,,,,,7.962542016,,,,,,,,,,,,,,,,,,,,,,
2,7.79370915,6.309025606,,,428,44,FALSE,,5.54831877,NY,Tappan Zee H.S. NY,,,,,,,,,,,,,,,,,,,7.79370915,,,,,,,6.309025606,,,,,,,,,,,,,,
1,7.878416466,,,,429,32,FALSE,,5.514891526,MA,Phillips Academy Andover MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.878416466,,,,,,,,,,
3,7.875508672,5.311914447,3.305402784,,430,4,FALSE,,5.512856071,NC,The Early College at Guilford NC,,5.311914447,,,,,,7.875508672,,,,,,,,,,,,,,,,,,,,,,,,3.305402784,,,,,,,,
2,7.825858003,3.495874769,,,431,6,FALSE,,5.478100602,RI,Cumberland H.S. RI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.825858003,,,3.495874769,,,,
3,7.029447451,6.006109396,4.553557697,,432,11,FALSE,,5.456881086,VA,"Westfield H.S. Chantilly, VA",,,,6.006109396,,,,,7.029447451,,4.553557697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7.762746245,,,,433,7,FALSE,,5.433922371,RI,East Greenwich H.S. RI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.762746245,,,,,,,
1,7.74201725,,,,434,36,FALSE,,5.419412075,OH,Oak Harbor H.S. OH,,,,,,,,,,,,7.74201725,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7.712094397,,,,435,11,FALSE,,5.398466078,CT,Farmington H.S. CT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.712094397,,,,,,,,,
4,6.635121903,5.730655607,5.208328464,1.959456703,436,69,FALSE,,5.394640696,CA,"Crean Lutheran H.S. Irvine, CA",,,,,,,,1.959456703,5.208328464,,,,,,,,,,,,,,,,,,,6.635121903,,,,,,,,5.730655607,,,,
1,7.674657046,,,,437,12,FALSE,,5.372259932,CT,Oxford H.S. CT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.674657046,,,,,,,,,
1,7.643830128,,,,438,45,FALSE,,5.35068109,NY,Brentwood H.S. NY,,,,,,,,,,,,,,,,,,,7.643830128,,,,,,,,,,,,,,,,,,,,,
1,7.608180535,,,,439,46,FALSE,,5.325726375,NY,East Rochester H.S. NY,,,,,,7.608180535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7.57921156,,,,440,37,FALSE,,5.305448092,OH,Columbus Academy OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.57921156,,,,,,,,,,,
1,7.572584549,,,,441,7,FALSE,,5.300809184,GA,"Fulton County Innovation Academy Alpharetta, GA",,,,,,,,,7.572584549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7.560962493,4.574077702,,,442,7,FALSE,,5.292673745,IN,Crown Point H.S. IN,,,,4.574077702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.560962493,,,
1,7.497893172,,,,443,70,FALSE,,5.248525221,CA,"South Pasadena H.S. South Pasadena, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,7.497893172,,,,,,,,,,,,
2,7.461416826,3.678346735,,,444,9,FALSE,,5.222991778,WI,"Sheboygan North H.S. Sheboygan, WI",,,,,,,,,3.678346735,,,,,,,7.461416826,,,,,,,,,,,,,,,,,,,,,,,,
2,7.296266015,5.984970566,,,445,34,FALSE,,5.222299369,IL,James B. Conant H.S. IL,,,,,,,7.296266015,,,,,,,,,,,,,,,,,,,,,,,,,,,5.984970566,,,,,,
1,7.431036598,,,,446,15,FALSE,,5.201725618,NJ,Union County Vocational-Technical Schools NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.431036598,,,,
1,7.419498754,,,,447,10,FALSE,,5.193649128,WI,Madison Country Day School WI,,,,,,,,,,,,,,,,7.419498754,,,,,,,,,,,,,,,,,,,,,,,,
1,7.391107308,,,,448,71,FALSE,,5.173775116,CA,"California Academy of Mathematics and Science Carson, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,7.391107308,,,,,,,,,,,,
1,7.391107308,,,,448,71,FALSE,,5.173775116,CA,"Mark Keppel H.S. Alhambra, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,7.391107308,,,,,,,,,,,,
1,7.347225631,,,,450,73,FALSE,,5.143057942,CA,Lodi H.S. CA,,,,,,,,,,,,,,,,,,,,,,,7.347225631,,,,,,,,,,,,,,,,,
1,7.341039365,,,,451,47,FALSE,,5.138727555,NY,Deposit Central School NY,,,,,,7.341039365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7.339938715,1.876409855,,,452,6,FALSE,,5.137957101,NH,Alvirne H.S. NH,,,,,,,,1.876409855,,,,,,,,,,,,,,,,,,,,,,,,,7.339938715,,,,,,,
2,7.311088222,3.495874769,,,453,5,FALSE,,5.117761756,WA,Redmond H.S. WA,,,,,,,,,,,,,,7.311088222,,,,,,,,,,,,,,,,,,,,,,3.495874769,,,,
1,7.282654725,,,,454,2,FALSE,,5.097858308,WV,"Parkersburg H.S. Parkersburg, WV",,,,,,,,,,,,,,,,,,,,,,,,7.282654725,,,,,,,,,,,,,,,,
1,7.279443844,,,,455,33,FALSE,,5.095610691,MA,Auburn H.S. MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.279443844,,
2,6.603966496,6.357185457,,,456,20,FALSE,,5.062869645,TX,NYOS Charter School TX,,,6.357185457,,,,,,,6.603966496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7.18222849,4.934688368,,,457,74,FALSE,,5.027559943,CA,St. Francis H.S. CA,,,,,,,,,,,,,,,,,,,,,,,7.18222849,,,,,,,,,,,,,4.934688368,,,,
2,7.167616488,5.304504423,,,458,35,FALSE,,5.017331542,IL,Buffalo Grove H.S. IL,,,,,,,7.167616488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.304504423,,,,
1,7.163826371,,,,459,21,FALSE,,5.01467846,TX,Theodore Roosevelt H.S. TX,,,,,7.163826371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,6.9403506,5.805733166,,,460,36,FALSE,,5.007847735,IL,Dundee-Crown H.S. IL,,,,,,,6.9403506,,,,,,,,,,,,,,,,,,,,,,,,,,,5.805733166,,,,,,
1,7.153821178,,,,461,38,FALSE,,5.007674824,OH,Orange H.S. OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.153821178,,,,,,,,,,,
1,7.057943533,,,,462,13,FALSE,,4.940560473,CT,Amity H.S. CT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.057943533,,,,,,,,,
2,7.03335768,2.94249506,,,463,75,FALSE,,4.923350376,CA,"Cerritos H.S. Cerritos, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,7.03335768,,,,2.94249506,,,,,,,,
3,6.571514572,5.088088695,3.924569677,,464,22,FALSE,,4.859794285,TX,Bridgeland H.S. TX,,,,3.924569677,5.088088695,,,,,6.571514572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,6.932655003,,,,465,11,FALSE,,4.852858502,WI,The Prairie School WI,,,,,,,,,,,,,,,,6.932655003,,,,,,,,,,,,,,,,,,,,,,,,
1,6.880381705,,,,466,34,FALSE,,4.816267194,MA,Deerfield Academy MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.880381705,,
1,6.842988909,,,,467,76,FALSE,,4.790092236,CA,Tesoro H.S. CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.842988909,,,,
1,6.830612266,,,,468,2,FALSE,,4.781428586,KS,"Olathe North H.S. Olathe, KS",,,,,,,,,,,,,,,,,,,,,6.830612266,,,,,,,,,,,,,,,,,,,
1,6.785319105,,,,469,14,FALSE,,4.749723373,CT,Glastonbury H.S. CT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.785319105,,,,,,,,,
1,6.760252808,,,,470,6,FALSE,,4.732176966,WA,Raisbeck Aviation H.S. WA,,,,,,,,,,,,,,6.760252808,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5.590970694,5.091720938,4.769629763,,471,35,FALSE,,4.719500973,MA,"Amherst-Pelham Regional H.S. Amherst, MA",,,,,,,,,4.769629763,,,,,,,,,,,,,,,,,,,,,,5.091720938,,,,,,,5.590970694,,
1,6.71118808,,,,472,37,FALSE,,4.697831656,IL,Harlem H.S. IL,,,,,,,6.71118808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,6.709780409,,,,473,40,FALSE,,4.696846286,PA,Kutztown H.S. PA,,,,,,,,,,,,,,,,,,,,,,,,,,6.709780409,,,,,,,,,,,,,,
1,6.682693568,,,,474,39,FALSE,,4.677885498,OH,Athens Area H.S. OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.682693568,,,,,,,,,,,
1,6.682693568,,,,474,39,FALSE,,4.677885498,OH,Northville H.S. OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.682693568,,,,,,,,,,,
3,5.607141364,5.136269044,4.471829505,,476,23,FALSE,,4.665052226,TX,Bellville H.S. TX,,,5.136269044,,4.471829505,,,,,5.607141364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,6.651593031,,,,477,7,FALSE,,4.656115122,NH,Merrimack H.S. NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.651593031,,,,,,,
1,6.649440657,,,,478,41,FALSE,,4.65460846,PA,East Stroudsburg South H.S. PA,,,,,,,,,,,,,,,,,,,,,,,,,,6.649440657,,,,,,,,,,,,,,
